Batch,Para1,Para2,Para3,Para4,Para5
35.0,0.02857142857142857,0.0,0.05714285714285714,0.0,0.14285714285714285
36.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.1388888888888889
37.0,0.02702702702702703,0.0,0.08108108108108109,0.0,0.13513513513513514
38.0,0.02631578947368421,0.0,0.07894736842105263,0.0,0.13157894736842105
39.0,0.02564102564102564,0.0,0.07692307692307693,0.0,0.1282051282051282
40.0,0.025,0.0,0.075,0.0,0.125
41.0,0.024390243902439025,0.0,0.07317073170731707,0.0,0.12195121951219512
42.0,0.023809523809523808,0.0,0.09523809523809523,0.0,0.11904761904761904
43.0,0.023255813953488372,0.0,0.09302325581395349,0.0,0.11627906976744186
44.0,0.022727272727272728,0.0,0.09090909090909091,0.0,0.11363636363636363
45.0,0.022222222222222223,0.0,0.08888888888888889,0.0,0.1111111111111111
46.0,0.021739130434782608,0.0,0.08695652173913043,0.0,0.10869565217391304
47.0,0.02127659574468085,0.0,0.0851063829787234,0.0,0.10638297872340426
48.0,0.020833333333333332,0.0,0.08333333333333333,0.0,0.10416666666666667
49.0,0.02040816326530612,0.0,0.08163265306122448,0.0,0.10204081632653061
50.0,0.02,0.0,0.08,0.0,0.1
51.0,0.0196078431372549,0.0,0.0784313725490196,0.0,0.09803921568627451
52.0,0.019230769230769232,0.0,0.07692307692307693,0.0,0.09615384615384616
53.0,0.018867924528301886,0.0,0.07547169811320754,0.0,0.09433962264150944
54.0,0.018518518518518517,0.0,0.07407407407407407,0.0,0.09259259259259259
55.0,0.01818181818181818,0.0,0.07272727272727272,0.0,0.09090909090909091
56.0,0.017857142857142856,0.0,0.07142857142857142,0.0,0.08928571428571429
57.0,0.017543859649122806,0.0,0.07017543859649122,0.0,0.08771929824561403
58.0,0.017241379310344827,0.0,0.06896551724137931,0.0,0.08620689655172414
59.0,0.01694915254237288,0.0,0.06779661016949153,0.0,0.0847457627118644
60.0,0.016666666666666666,0.0,0.06666666666666667,0.0,0.08333333333333333
61.0,0.01639344262295082,0.0,0.06557377049180328,0.0,0.08196721311475409
62.0,0.016129032258064516,0.0,0.06451612903225806,0.0,0.08064516129032258
63.0,0.015873015873015872,0.0,0.06349206349206349,0.0,0.07936507936507936
64.0,0.015625,0.0,0.0625,0.0,0.078125
65.0,0.015384615384615385,0.0,0.06153846153846154,0.0,0.07692307692307693
66.0,0.015151515151515152,0.0,0.06060606060606061,0.0,0.07575757575757576
67.0,0.014925373134328358,0.0,0.05970149253731343,0.0,0.07462686567164178
68.0,0.014705882352941176,0.0,0.058823529411764705,0.0,0.07352941176470588
69.0,0.014492753623188406,0.0,0.057971014492753624,0.0,0.07246376811594203
70.0,0.014285714285714285,0.0,0.05714285714285714,0.0,0.07142857142857142
71.0,0.014084507042253521,0.0,0.056338028169014086,0.0,0.07042253521126761
72.0,0.013888888888888888,0.0,0.05555555555555555,0.0,0.06944444444444445
73.0,0.0136986301369863,0.0,0.0547945205479452,0.0,0.0684931506849315
74.0,0.013513513513513514,0.0,0.05405405405405406,0.0,0.06756756756756757
75.0,0.013333333333333334,0.0,0.05333333333333334,0.0,0.06666666666666667
76.0,0.013157894736842105,0.0,0.05263157894736842,0.0,0.06578947368421052
77.0,0.012987012987012988,0.0,0.05194805194805195,0.0,0.06493506493506493
78.0,0.01282051282051282,0.0,0.05128205128205128,0.0,0.0641025641025641
79.0,0.012658227848101266,0.0,0.05063291139240506,0.0,0.06329113924050633
80.0,0.0125,0.0,0.05,0.0,0.0625
81.0,0.012345679012345678,0.0,0.04938271604938271,0.0,0.06172839506172839
82.0,0.012195121951219513,0.0,0.04878048780487805,0.0,0.06097560975609756
83.0,0.012048192771084338,0.0,0.04819277108433735,0.0,0.060240963855421686
84.0,0.011904761904761904,0.0,0.047619047619047616,0.0,0.05952380952380952
85.0,0.011764705882352941,0.0,0.047058823529411764,0.0,0.058823529411764705
86.0,0.011627906976744186,0.0,0.046511627906976744,0.0,0.05813953488372093
87.0,0.011494252873563218,0.0,0.04597701149425287,0.0,0.05747126436781609
88.0,0.011363636363636364,0.0,0.045454545454545456,0.0,0.056818181818181816
89.0,0.011235955056179775,0.0,0.0449438202247191,0.0,0.056179775280898875
90.0,0.011111111111111112,0.0,0.044444444444444446,0.0,0.05555555555555555
91.0,0.01098901098901099,0.0,0.04395604395604396,0.0,0.054945054945054944
92.0,0.010869565217391304,0.0,0.043478260869565216,0.0,0.05434782608695652
93.0,0.010752688172043012,0.0,0.043010752688172046,0.0,0.053763440860215055
94.0,0.010638297872340425,0.0,0.0425531914893617,0.0,0.05319148936170213
95.0,0.010526315789473684,0.0,0.042105263157894736,0.0,0.05263157894736842
96.0,0.010416666666666666,0.0,0.041666666666666664,0.0,0.052083333333333336
97.0,0.010309278350515464,0.0,0.041237113402061855,0.0,0.05154639175257732
98.0,0.01020408163265306,0.0,0.04081632653061224,0.0,0.05102040816326531
99.0,0.010101010101010102,0.0,0.04040404040404041,0.0,0.050505050505050504
100.0,0.01,0.0,0.04,0.0,0.05
101.0,0.009900990099009901,0.0,0.039603960396039604,0.0,0.04950495049504951
102.0,0.00980392156862745,0.0,0.0392156862745098,0.0,0.049019607843137254
103.0,0.009708737864077669,0.0,0.038834951456310676,0.0,0.04854368932038835
104.0,0.009615384615384616,0.0,0.038461538461538464,0.0,0.04807692307692308
105.0,0.009523809523809525,0.0,0.0380952380952381,0.0,0.047619047619047616
106.0,0.009433962264150943,0.0,0.03773584905660377,0.0,0.04716981132075472
107.0,0.009345794392523364,0.0,0.037383177570093455,0.0,0.04672897196261682
108.0,0.009259259259259259,0.0,0.037037037037037035,0.0,0.046296296296296294
109.0,0.009174311926605505,0.0,0.03669724770642202,0.0,0.045871559633027525
110.0,0.00909090909090909,0.0,0.03636363636363636,0.0,0.045454545454545456
111.0,0.009009009009009009,0.0,0.036036036036036036,0.0,0.04504504504504504
112.0,0.008928571428571428,0.0,0.03571428571428571,0.0,0.044642857142857144
113.0,0.008849557522123894,0.0,0.035398230088495575,0.0,0.04424778761061947
114.0,0.008771929824561403,0.0,0.03508771929824561,0.0,0.043859649122807015
115.0,0.008695652173913044,0.0,0.034782608695652174,0.0,0.043478260869565216
116.0,0.008620689655172414,0.0,0.034482758620689655,0.0,0.04310344827586207
117.0,0.008547008547008548,0.0,0.03418803418803419,0.0,0.042735042735042736
118.0,0.00847457627118644,0.0,0.03389830508474576,0.0,0.0423728813559322
119.0,0.008403361344537815,0.0,0.03361344537815126,0.0,0.04201680672268908
120.0,0.008333333333333333,0.0,0.03333333333333333,0.0,0.041666666666666664
121.0,0.008264462809917356,0.0,0.03305785123966942,0.0,0.04132231404958678
122.0,0.00819672131147541,0.0,0.03278688524590164,0.0,0.040983606557377046
123.0,0.008130081300813009,0.0,0.032520325203252036,0.0,0.04065040650406504
124.0,0.008064516129032258,0.0,0.03225806451612903,0.0,0.04032258064516129
125.0,0.008,0.0,0.032,0.0,0.04
126.0,0.007936507936507936,0.0,0.031746031746031744,0.0,0.03968253968253968
127.0,0.007874015748031496,0.0,0.031496062992125984,0.0,0.03937007874015748
128.0,0.0078125,0.0,0.03125,0.0,0.0390625
129.0,0.007751937984496124,0.0,0.031007751937984496,0.0,0.03875968992248062
130.0,0.007692307692307693,0.0,0.03076923076923077,0.0,0.038461538461538464
131.0,0.007633587786259542,0.0,0.030534351145038167,0.0,0.03816793893129771
132.0,0.007575757575757576,0.0,0.030303030303030304,0.0,0.03787878787878788
133.0,0.007518796992481203,0.0,0.03007518796992481,0.0,0.03759398496240601
134.0,0.007462686567164179,0.0,0.029850746268656716,0.0,0.03731343283582089
135.0,0.007407407407407408,0.0,0.02962962962962963,0.0,0.037037037037037035
136.0,0.007352941176470588,0.0,0.029411764705882353,0.0,0.03676470588235294
137.0,0.0072992700729927005,0.0,0.029197080291970802,0.0,0.0364963503649635
138.0,0.007246376811594203,0.0,0.028985507246376812,0.0,0.036231884057971016
139.0,0.007194244604316547,0.0,0.02877697841726619,0.0,0.03597122302158273
140.0,0.007142857142857143,0.0,0.02857142857142857,0.0,0.03571428571428571
141.0,0.0070921985815602835,0.0,0.028368794326241134,0.0,0.03546099290780142
142.0,0.007042253521126761,0.0,0.028169014084507043,0.0,0.035211267605633804
143.0,0.006993006993006993,0.0,0.027972027972027972,0.0,0.03496503496503497
144.0,0.006944444444444444,0.0,0.027777777777777776,0.0,0.034722222222222224
145.0,0.006896551724137931,0.0,0.027586206896551724,0.0,0.034482758620689655
146.0,0.00684931506849315,0.0,0.0273972602739726,0.0,0.03424657534246575
147.0,0.006802721088435374,0.0,0.027210884353741496,0.0,0.034013605442176874
148.0,0.006756756756756757,0.0,0.02702702702702703,0.0,0.033783783783783786
149.0,0.006711409395973154,0.0,0.026845637583892617,0.0,0.03355704697986577
150.0,0.006666666666666667,0.0,0.02666666666666667,0.0,0.03333333333333333
151.0,0.006622516556291391,0.0,0.026490066225165563,0.0,0.033112582781456956
152.0,0.006578947368421052,0.0,0.02631578947368421,0.0,0.03289473684210526
153.0,0.006535947712418301,0.0,0.026143790849673203,0.0,0.032679738562091505
154.0,0.006493506493506494,0.0,0.025974025974025976,0.0,0.032467532467532464
155.0,0.0064516129032258064,0.0,0.025806451612903226,0.0,0.03225806451612903
156.0,0.00641025641025641,0.0,0.02564102564102564,0.0,0.03205128205128205
157.0,0.006369426751592357,0.0,0.025477707006369428,0.0,0.03184713375796178
158.0,0.006329113924050633,0.0,0.02531645569620253,0.0,0.03164556962025317
159.0,0.006289308176100629,0.0,0.025157232704402517,0.0,0.031446540880503145
160.0,0.00625,0.0,0.025,0.0,0.03125
161.0,0.006211180124223602,0.0,0.024844720496894408,0.0,0.031055900621118012
162.0,0.006172839506172839,0.0,0.024691358024691357,0.0,0.030864197530864196
163.0,0.006134969325153374,0.0,0.024539877300613498,0.0,0.03067484662576687
164.0,0.006097560975609756,0.0,0.024390243902439025,0.0,0.03048780487804878
165.0,0.006060606060606061,0.0,0.024242424242424242,0.0,0.030303030303030304
166.0,0.006024096385542169,0.0,0.024096385542168676,0.0,0.030120481927710843
167.0,0.005988023952095809,0.0,0.023952095808383235,0.0,0.029940119760479042
168.0,0.005952380952380952,0.0,0.023809523809523808,0.0,0.02976190476190476
169.0,0.005917159763313609,0.0,0.023668639053254437,0.0,0.029585798816568046
170.0,0.0058823529411764705,0.0,0.023529411764705882,0.0,0.029411764705882353
171.0,0.005847953216374269,0.0,0.023391812865497075,0.0,0.029239766081871343
172.0,0.005813953488372093,0.0,0.023255813953488372,0.0,0.029069767441860465
173.0,0.005780346820809248,0.0,0.023121387283236993,0.0,0.028901734104046242
174.0,0.005747126436781609,0.0,0.022988505747126436,0.0,0.028735632183908046
175.0,0.005714285714285714,0.0,0.022857142857142857,0.0,0.02857142857142857
176.0,0.005681818181818182,0.0,0.022727272727272728,0.0,0.028409090909090908
177.0,0.005649717514124294,0.0,0.022598870056497175,0.0,0.02824858757062147
178.0,0.0056179775280898875,0.0,0.02247191011235955,0.0,0.028089887640449437
179.0,0.00558659217877095,0.0,0.0223463687150838,0.0,0.027932960893854747
180.0,0.005555555555555556,0.0,0.022222222222222223,0.0,0.027777777777777776
181.0,0.0055248618784530384,0.0,0.022099447513812154,0.0,0.027624309392265192
182.0,0.005494505494505495,0.0,0.02197802197802198,0.0,0.027472527472527472
183.0,0.00546448087431694,0.0,0.02185792349726776,0.0,0.0273224043715847
184.0,0.005434782608695652,0.0,0.021739130434782608,0.0,0.02717391304347826
185.0,0.005405405405405406,0.0,0.021621621621621623,0.0,0.02702702702702703
186.0,0.005376344086021506,0.0,0.021505376344086023,0.0,0.026881720430107527
187.0,0.0053475935828877,0.0,0.0213903743315508,0.0,0.026737967914438502
188.0,0.005319148936170213,0.0,0.02127659574468085,0.0,0.026595744680851064
189.0,0.005291005291005291,0.0,0.021164021164021163,0.0,0.026455026455026454
190.0,0.005263157894736842,0.0,0.021052631578947368,0.0,0.02631578947368421
191.0,0.005235602094240838,0.0,0.020942408376963352,0.0,0.02617801047120419
192.0,0.005208333333333333,0.0,0.020833333333333332,0.0,0.026041666666666668
193.0,0.0051813471502590676,0.0,0.02072538860103627,0.0,0.025906735751295335
194.0,0.005154639175257732,0.0,0.020618556701030927,0.0,0.02577319587628866
195.0,0.005128205128205128,0.0,0.020512820512820513,0.0,0.02564102564102564
196.0,0.00510204081632653,0.0,0.02040816326530612,0.0,0.025510204081632654
197.0,0.005076142131979695,0.0,0.02030456852791878,0.0,0.025380710659898477
198.0,0.005050505050505051,0.0,0.020202020202020204,0.0,0.025252525252525252
199.0,0.005025125628140704,0.0,0.020100502512562814,0.0,0.02512562814070352
200.0,0.005,0.0,0.02,0.0,0.025
201.0,0.004975124378109453,0.0,0.01990049751243781,0.0,0.024875621890547265
